Website,Headline,Link,Date,Scraped At
Investing.com,Fastenal PT Lowered to $67 at Baird,https://www.investing.com/news/technology-news/fastenal-pt-lowered-to-67-at-baird-1376526,"May 29, 2024",2025-04-14 18:12:20
Investing.com,"The Duckhorn Portfolio, Inc. PT Lowered to $11 at RBC Capital",https://www.investing.com/news/technology-news/the-duckhorn-portfolio-inc-pt-lowered-to-11-at-rbc-capital-1281517,"May 29, 2024",2025-04-14 18:12:20
Investing.com,Insmed PT Raised to $70 at H.C. Wainwright,https://www.investing.com/news/technology-news/insmed-pt-raised-to-70-at-hc-wainwright-1376430,"May 29, 2024",2025-04-14 18:12:20
Investing.com,FBI says hackers got no data after compromising email server,https://www.investing.com/news/technology-news/fbi-says-hackers-got-no-data-after-compromising-email-server-2678966,"Nov 14, 2021",2025-04-14 18:12:20
Investing.com,Kaseya ransomware attack sets off race to hack service providers -researchers,https://www.investing.com/news/technology-news/kaseya-ransomware-attack-sets-off-race-to-hack-service-providers-researchers-2577921,"Aug 03, 2021",2025-04-14 18:12:20
Investing.com,Biden to convene private sector leaders for cybersecurity talks in August,https://www.investing.com/news/technology-news/biden-to-convene-private-sector-leaders-for-cybersecurity-talks-in-august-2563983,"Jul 21, 2021",2025-04-14 18:12:20
Investing.com,"Pentagon hits reset on Trump's $10 billion cloud deal, welcoming new players",https://www.investing.com/news/technology-news/pentagon-hits-reset-on-trumps-10-billion-cloud-deal-welcoming-new-players-2551096,"Jul 07, 2021",2025-04-14 18:12:20
Investing.com,White House reaching out with assistance to latest ransomware victims,https://www.investing.com/news/technology-news/white-house-reaching-out-with-assistance-to-latest-ransomware-victims-2549640,"Jul 04, 2021",2025-04-14 18:12:20
Investing.com,Biden administration provides assistance on ransomware attacks,https://www.investing.com/news/technology-news/biden-administration-provides-assistance-on-ransomware-attacks-2549651,"Jul 04, 2021",2025-04-14 18:12:20
Investing.com,Biden orders probe of latest ransomware attack,https://www.investing.com/news/technology-news/biden-orders-probe-of-latest-ransomware-attack-2549430,"Jul 04, 2021",2025-04-14 18:12:20
Investing.com,Major ransomware attack against U.S. tech provider forces Swedish store closures,https://www.investing.com/news/technology-news/major-ransomware-attack-against-us-tech-provider-forces-swedish-store-closures-2549394,"Jul 03, 2021",2025-04-14 18:12:20
Investing.com,Ransomware breach at Florida IT firm hits 200 businesses,https://www.investing.com/news/technology-news/ransomware-breach-at-florida-it-firm-hits-200-businesses-2549259,"Jul 02, 2021",2025-04-14 18:12:20
Investing.com,U.S. lawmakers say it is time to boost privacy protections around cloud data,https://www.investing.com/news/technology-news/us-lawmakers-say-it-is-time-to-boost-privacy-protections-around-cloud-data-2546566,"Jun 30, 2021",2025-04-14 18:12:20
Investing.com,"Larger-than-life software mogul John McAfee dies in Spain by suicide, lawyer says",https://www.investing.com/news/technology-news/largerthanlife-software-mogul-john-mcafee-dies-in-spain-by-suicide-lawyer-says-2540599,"Jun 24, 2021",2025-04-14 18:12:20
Investing.com,FBI Director Wray urges companies to stop paying ransoms to hackers,https://www.investing.com/news/technology-news/fbi-director-wray-urges-companies-to-stop-paying-ransoms-to-hackers-2540559,"Jun 23, 2021",2025-04-14 18:12:20
Investing.com,Big Tech critic Khan becomes U.S. FTC chair,https://www.investing.com/news/technology-news/big-tech-critic-khan-becomes-us-ftc-chair-2532941,"Jun 15, 2021",2025-04-14 18:12:20
Investing.com,Breaking up Big Tech in focus as new U.S. antitrust bills introduced,https://www.investing.com/news/technology-news/breaking-up-big-tech-in-focus-as-new-us-antitrust-bills-introduced-2530427,"Jun 11, 2021",2025-04-14 18:12:20
Investing.com,2.31 million U.S. households sign up for broadband subsidy -FCC,https://www.investing.com/news/technology-news/231-million-us-households-sign-up-for-broadband-subsidy-fcc-2525256,"Jun 07, 2021",2025-04-14 18:12:20
Investing.com,Ransom group linked to Colonial Pipeline hack is new but experienced,https://www.investing.com/news/technology-news/ransom-group-linked-to-colonial-pipeline-hack-is-new-but-experienced-2500510,"May 10, 2021",2025-04-14 18:12:20
Investing.com,Knowns and unknowns about the hack at Colonial Pipeline,https://www.investing.com/news/technology-news/knowns-and-unknowns-about-the-hack-at-colonial-pipeline-2500571,"May 09, 2021",2025-04-14 18:12:20
Investing.com,Analysis: Facebook confronts human rights dilemma on political speech,https://www.investing.com/news/technology-news/analysis-facebook-confronts-human-rights-dilemma-on-political-speech-2497523,"May 06, 2021",2025-04-14 18:12:20
Investing.com,Facebook has six months to determine if Trump returns,https://www.investing.com/news/technology-news/facebook-has-six-months-to-determine-if-trump-returns-2495735,"May 05, 2021",2025-04-14 18:12:20
Investing.com,Vietnam's VinFast reports customer to police after 'untrue' YouTube complaints,https://www.investing.com/news/technology-news/vietnams-vinfast-reports-customer-to-police-after-untrue-youtube-complaints-2493994,"May 04, 2021",2025-04-14 18:12:20
Investing.com,Ericsson to launch subscription service for remote office,https://www.investing.com/news/technology-news/ericsson-to-launch-subscription-service-for-remote-office-2493894,"May 04, 2021",2025-04-14 18:12:20
Investing.com,Online share of retail sales jumps to 19% amid lockdowns: U.N.,https://www.investing.com/news/technology-news/online-share-of-retail-sales-jumps-to-19-amid-lockdowns-un-2492454,"May 03, 2021",2025-04-14 18:12:20
Investing.com,"Steeped in spycraft, cybersecurity firm Darktrace rockets on London debut",https://www.investing.com/news/technology-news/steeped-in-spycraft-cybersecurity-firm-darktrace-rockets-on-london-debut-2492427,"May 02, 2021",2025-04-14 18:12:20
Investing.com,"Australia's Seven West Media finalises news content deals with Google, Facebook",https://www.investing.com/news/technology-news/australias-seven-west-media-finalises-news-content-deals-with-google-facebook-2492426,"May 02, 2021",2025-04-14 18:12:20
Investing.com,Russia says Twitter is complying with demand to remove 'banned content',https://www.investing.com/news/technology-news/russia-says-twitter-is-complying-with-demand-to-remove-banned-content-2491037,"Apr 30, 2021",2025-04-14 18:12:20
Investing.com,D.C. police personnel files accessed by hackers in ransomware attack: CNN,https://www.investing.com/news/technology-news/dc-police-personnel-files-accessed-by-hackers-in-ransomware-attack-cnn-2490992,"Apr 30, 2021",2025-04-14 18:12:20
Investing.com,"EU countries, lawmakers reach deal to tackle online child sexual abuse",https://www.investing.com/news/technology-news/eu-countries-lawmakers-reach-deal-to-tackle-online-child-sexual-abuse-2490741,"Apr 29, 2021",2025-04-14 18:12:20
Investing.com,U.S. will launch $3.2 billion temporary broadband subsidy May 12,https://www.investing.com/news/technology-news/us-will-launch-32-billion-temporary-broadband-subsidy-may-12-2490083,"Apr 29, 2021",2025-04-14 18:12:20
Investing.com,"Blocking Google class action would deny justice, UK court told",https://www.investing.com/news/technology-news/blocking-google-class-action-would-deny-justice-uk-court-told-2490153,"Apr 29, 2021",2025-04-14 18:12:20
Investing.com,"Germany's financial watchdog warns crypto exchange Binance over ""stock tokens""",https://www.investing.com/news/technology-news/germanys-financial-watchdog-warns-crypto-exchange-binance-over-stock-tokens-2488543,"Apr 29, 2021",2025-04-14 18:12:20
Investing.com,Telecom Italia looking to drop Huawei from Italy 5G network: sources,https://www.investing.com/news/technology-news/telecom-italia-looking-to-drop-huawei-from-italy-5g-network-sources-2489919,"Apr 29, 2021",2025-04-14 18:12:20
Investing.com,Chinese regulators summon internet finance firms,https://www.investing.com/news/technology-news/chinese-regulators-summon-internet-finance-firms-2489808,"Apr 29, 2021",2025-04-14 18:12:20
CNBC,Sony raises PlayStation 5 prices in Europe citing ‘challenging’ economic environment,https://www.cnbc.com/2025/04/14/sony-raises-playstation-5-prices-in-europe-uk.html,5 HOURS AGO,2025-04-14 18:12:20
CNBC,"Apple, Google, Cash App alums ditch Big Tech paychecks to build on bitcoin",https://www.cnbc.com/2025/04/12/apple-google-cash-app-alums-ditch-big-tech-to-build-on-bitcoin.html,"SAT, APR 12TH 2025",2025-04-14 18:12:20
CNBC,"‘Tokenization’ of the market coming, says BlackRock CEO, if we fix one problem",https://www.cnbc.com/2025/04/12/tokenization-stock-bond-real-estate-trading-market-coming-blackrock.html,"SAT, APR 12TH 2025",2025-04-14 18:12:20
CNBC,Peter Thiel’s Founders Fund closes $4.6 billion growth fund,https://www.cnbc.com/2025/04/11/peter-thiels-founders-fund-closes-4point6-billion-growth-fund.html,"FRI, APR 11TH 2025",2025-04-14 18:12:20
CNBC,Meta adds former Trump advisor to its board,https://www.cnbc.com/2025/04/11/meta-adds-former-trump-advisor-to-its-board.html,"FRI, APR 11TH 2025",2025-04-14 18:12:20
CNBC,UnitedHealth making struggling doctors repay loans issued after last year’s cyberattack,https://www.cnbc.com/2025/04/11/unitedhealth-makes-doctors-repay-loans-issued-after-change-cyberattack.html,"FRI, APR 11TH 2025",2025-04-14 18:12:20
CNBC,Apple may hike iPhone prices as Trump tariffs on China remain high,https://www.cnbc.com/2025/04/11/apple-may-hike-iphone-prices-as-trump-tariffs-on-china-remain-high.html,"FRI, APR 11TH 2025",2025-04-14 18:12:20
CNBC,Tech roller-coaster pushes Nasdaq to best week in three years,https://www.cnbc.com/2025/04/11/tech-stocks-head-for-winning-week-nvidia-tesla-apple-tariffs.html,"FRI, APR 11TH 2025",2025-04-14 18:12:20
CNBC,"With IPOs on hold even longer, tariffs spell trouble for private tech investors",https://www.cnbc.com/2025/04/11/tariffs-spell-trouble-for-vcs-amid-klarna-stubhub-ipo-delays.html,"FRI, APR 11TH 2025",2025-04-14 18:12:20
CNBC,Here’s how much a ‘Made in the USA’ iPhone would cost,https://www.cnbc.com/2025/04/11/heres-how-much-a-made-in-the-usa-iphone-would-cost.html,"FRI, APR 11TH 2025",2025-04-14 18:12:20
CNBC,Meta faces the FTC as blockbuster antitrust trial kicks off,https://www.cnbc.com/2025/04/11/ftc-meta-instagram-whatsapp-lawsuit.html,21 MIN AGO,2025-04-14 18:12:20
CNBC,"Apple left without life raft as Trump’s China trade war continues, analysts say",https://www.cnbc.com/2025/04/11/apple-left-without-life-raft-amid-trumps-china-trade-war-analysts-.html,"FRI, APR 11TH 2025",2025-04-14 18:12:20
CNBC,Tesla shares retreat following sharpest rally since 2013,https://www.cnbc.com/2025/04/10/tesla-shares-retreat-following-sharpest-rally-since-2013.html,"THU, APR 10TH 2025",2025-04-14 18:12:20
CNBC,"Trump tariffs mean higher prices, big losses for Amazon sellers",https://www.cnbc.com/2025/04/10/trump-tariffs-mean-higher-prices-big-losses-for-amazon-sellers.html,"THU, APR 10TH 2025",2025-04-14 18:12:20
CNBC,"Nasdaq suffers historic plunge, drops most in almost a week",https://www.cnbc.com/2025/04/10/apple-drops-after-notching-best-day-since-1998-tech-stocks.html,"THU, APR 10TH 2025",2025-04-14 18:12:20
CNBC,"Fintech’s Affirm, Paypal sink as stocks pull back from tariff pause rally",https://www.cnbc.com/2025/04/10/fintech-rally-fades-as-stocks-pull-back-from-tariff-pause-rally.html,"THU, APR 10TH 2025",2025-04-14 18:12:20
CNBC,Amazon CEO Andy Jassy says he believes sellers will pass increased tariff costs on to consumers,https://www.cnbc.com/2025/04/10/amazon-ceo-andy-jassy-says-he-believes-sellers-will-pass-increased-tariff-costs-on-to-consumers.html,"THU, APR 10TH 2025",2025-04-14 18:12:20
CNBC,Amazon CEO: AI costs will come down even as company invests ‘aggressively’,https://www.cnbc.com/2025/04/10/amazon-ceo-andy-jassys-2025-shareholder-letter.html,"THU, APR 10TH 2025",2025-04-14 18:12:20
CNBC,"Bitcoin to hit $250,000 this year, Mag 7 to adopt stablecoins: Cardano founder",https://www.cnbc.com/2025/04/10/bitcoin-to-hit-250000-mag-7-adopt-stablecoins-charles-hoskinson.html,"THU, APR 10TH 2025",2025-04-14 18:12:20
CNBC,Amazon delays first Kuiper internet satellite launch due to bad weather,https://www.cnbc.com/2025/04/09/amazon-launches-first-kuiper-internet-satellites-in-competition-with-elon-musk-spacexs-starlink.html,"WED, APR 9TH 2025",2025-04-14 18:12:20
CNBC,Google reverses policy telling workers not to discuss DOJ antitrust case,https://www.cnbc.com/2025/04/09/google-reverses-policy-telling-workers-not-to-discuss-antitrust-case.html,"WED, APR 9TH 2025",2025-04-14 18:12:20
CNBC,Apple has best day since 1998 on Trump’s 90-day tariff pause,https://www.cnbc.com/2025/04/09/apple-has-best-day-since-1998-on-trumps-90-day-tariff-pause.html,"WED, APR 9TH 2025",2025-04-14 18:12:20
CNBC,"Dot-com bust, 1987 crash had massive relief rallies similar to Wednesday’s pop",https://www.cnbc.com/2025/04/09/dot-com-bust-1987-crash-had-relief-rallies-similar-to-wednesdays-pop.html,"WED, APR 9TH 2025",2025-04-14 18:12:20
CNBC,"Affirm surges 20% as fintech rallies on tariff pause, but risk remains",https://www.cnbc.com/2025/04/09/affirm-surges-20percent-as-fintech-rallies-on-tariff-pause-but-risk-remains.html,"WED, APR 9TH 2025",2025-04-14 18:12:20
CNBC,Bitcoin surges more than 7% in broad market relief rally as Trump pauses some tariffs,https://www.cnbc.com/2025/04/09/bitcoin-surges-more-than-7percent-in-broad-market-relief-rally-as-trump-pauses-some-tariffs.html,"WED, APR 9TH 2025",2025-04-14 18:12:20
CNBC,Amazon Kuiper bids to take on SpaceX’s Starlink and capitalize on anti-Musk fervor,https://www.cnbc.com/2025/04/09/amazon-kuiper-launches-first-satellites-takes-on-elon-musks-starlink.html,"WED, APR 9TH 2025",2025-04-14 18:12:20
CNBC,PC shipments increased in first quarter as companies braced for tariffs,https://www.cnbc.com/2025/04/09/pc-shipments-increased-in-first-quarter-companies-braced-for-tariffs.html,"WED, APR 9TH 2025",2025-04-14 18:12:20
CNBC,"Nasdaq rallies most since 2001, notches second-best day ever as Apple soars 15%",https://www.cnbc.com/2025/04/09/apple-bounces-3percent-after-worst-losing-streak-since-2000-tech-stocks.html,"THU, APR 10TH 2025",2025-04-14 18:12:20
CNBC,"Europe unveils plan to become ‘AI continent’ with simpler rules, more infrastructure",https://www.cnbc.com/2025/04/09/eu-ai-continent-plan-to-boost-artificial-intelligence-industry.html,"WED, APR 9TH 2025",2025-04-14 18:12:20
CNBC,Elon Musk ratchets up attacks on Navarro as Tesla shares slump for fourth day,https://www.cnbc.com/2025/04/08/elon-musk-steps-up-attacks-on-navarro-as-tesla-shares-slump-fourth-day.html,"TUE, APR 8TH 2025",2025-04-14 18:12:20
CNBC,Apple’s slide puts Microsoft back on top as world’s most valuable company,https://www.cnbc.com/2025/04/08/apple-slide-puts-microsoft-back-on-top-as-most-valuable-public-company.html,"TUE, APR 8TH 2025",2025-04-14 18:12:20
CNBC,"DOJ ends crypto enforcement team, shifts focus to terrorism and fraud",https://www.cnbc.com/2025/04/08/doj-ends-crypto-enforcement-team-shifts-focus-to-terrorism-and-fraud.html,"TUE, APR 8TH 2025",2025-04-14 18:12:20
CNBC,"Apple drops 5% as tech, semiconductor stocks fall after market rally fades",https://www.cnbc.com/2025/04/08/tech-semiconductor-stocks-bounce-on-tariff-optimism-nvidia-tesla-jump.html,"TUE, APR 8TH 2025",2025-04-14 18:12:20
CNBC,Digital health startup Transcarent takes Accolade private in $621 million deal,https://www.cnbc.com/2025/04/08/digital-health-startup-transcarent-completes-621m-accolade-merger.html,"TUE, APR 8TH 2025",2025-04-14 18:12:20
